lag,error
1,-0.025199700000015923
1,0.012460899999965136
1,-0.004169800000042301
1,-0.0017352000000485646
1,0.1944930999999528
1,0.42923539999998184
1,-0.4627897000000516
1,-0.1630054000000527
1,-0.02124130000005664
1,0.03133229999994569
1,0.15545899999995072
1,-0.050790600000070185
1,0.05460929999993169
1,-0.21224960000005666
1,-0.5482961000000586
1,-0.1413477000000256
1,-0.1307971999999893
1,-0.1823534000000393
1,-0.1322411999999673
1,-0.25255779999999817
1,-0.19106550000000055
1,0.041216600000026915
1,0.017738399999984722
1,-0.14082770000002398
1,0.09318669999996132
1,0.1573133999999996
1,0.2359388999999652
1,0.02943679999995652
1,0.1481948999999716
1,-0.029316500000035717
1,-0.06902230000004295
1,-0.12544330000003612
1,0.24095780000000389
1,0.08017096666663548
1,0.06572059999994195
1,-0.34344230000002796
1,-0.1260862999999972
1,-0.06043839999998113
1,-0.056594599999961304
1,0.2168071999999981
1,-0.033002100000004475
1,-0.38823320000000194
1,-0.2376617000000536
1,-0.044043300000026875
1,-0.07208560000004383
1,-0.1224857000000199
1,-0.033359200000020905
1,0.33377259999996056
1,-0.06517156000005286
1,-0.0198013000000401
1,0.08760029999998409
1,-0.23124768333333634
1,0.29006480000001744
1,0.5660017666666306
1,0.4108053333333004
1,0.38916553333330484
1,-0.019862900000042316
1,0.09593669999997445
1,0.41487489999999383
1,-0.12673110000002907
1,-0.016419100000000242
1,0.09354240000000402
1,-0.029420200000018326
1,0.02738540000000711
1,0.03149489999999133
1,0.006035009999997953
1,-0.009755865844155664
1,-0.05370740238094385
1,-0.2775022544444141
1,-0.3472047166667096
1,-0.2129051000000146
1,-0.2415578000000167
1,-0.06610074000003863
1,0.08645339999996082
1,-0.2620255500000326
1,0.05660550000001763
1,-0.03964290000000403
1,0.1015151000000003
1,0.053626599999979874
1,0.05519659999997373
1,-0.2546508000000429
1,0.4503619000000185
1,-0.4875352000000177
1,-0.013437400000007926
1,0.5802421999999936
1,0.17416503333334532
1,-0.26937760999997806
1,-0.039243300000016745
1,0.4323154999999943
1,0.08103190000001348
1,0.2122764833333477
1,1.4055753904761872
1,-0.0013134999999593333
1,-0.03667539999995739
1,0.171257100000048
1,0.022498400000017682
1,0.22981980000001556
1,-0.36938089999995327
1,-0.22345379999995174
1,-0.37931779999996706
1,-0.22486069999997937
1,0.43703220000001153
1,-0.0038769999999459515
1,-0.061954299999982254
1,0.24316040000007888
1,0.08305800000006514
1,-0.1781350999999276
1,0.13724959999998987
1,0.15986880000000525
1,-0.08870589999995815
1,0.05278069999996404
1,-0.0376476000000352
1,-0.1404371999999654
1,-0.23014600000000485
1,-0.66629420000001
1,-0.23447640000000547
1,-0.21902589999998412
1,-0.20130180000000308
1,-0.06907700000004269
1,-0.12173520000005311
1,-0.1898355999999879
1,-0.4229516999999916
1,-0.7693204000000051
1,-0.16179930000001974
1,-0.0002728000000260522
1,-0.2677596000000193
1,-0.18655630000000656
1,-0.32843810000003515
1,-0.06287300000003881
1,-0.25379390000001223
1,0.29398319999998535
1,0.4322211000000138
1,0.03481440000000191
1,0.18892909999999574
1,0.05974894523808416
1,0.06769920499996118
1,-0.13453771666669212
1,0.07724163333328704
1,-0.860586300000044
1,-0.2753200000000007
1,0.04131119999998134
1,-0.21948639999997255
1,-0.7014519999999536
1,-0.5916877999999812
1,-0.5232026999999775
1,0.03727930000001578
1,0.13490449999999043
1,0.33934380000002307
1,-0.3935802000000379
1,-0.36065480000000605
1,-0.08511219999996911
1,0.11890780000001655
1,0.1220568999999756
1,-0.11077319999998991
1,-0.24039420000001854
1,-0.1412941000000174
1,-0.1838616000000286
1,0.2184190999999629
1,-0.04203543333336057
1,-0.24065470000002875
1,0.010151799999995603
1,-0.16757490000003372
1,-0.14268476666668306
1,-0.14846860000001527
1,0.3160927999999572
1,0.16947148000001988
1,-0.25668229333333414
1,-0.42064300000000543
1,-0.14730740000000253
1,-0.13502339999997304
1,-0.0893747000000289
1,-0.37915950000007115
1,0.1720811000000282
1,-0.30655880000005453
1,-0.323901699999972
1,-0.2851814999999789
1,-0.1178009000000273
1,-0.04499940000007285
1,0.3028383999999349
1,-0.03774690000002323
1,0.02909439999999819
1,0.26384859999996024
1,0.10322689999997436
1,0.10894229999995275
1,0.03481439999997349
1,0.15127829999996578
1,0.29276949999997726
1,-0.3759317999999894
1,0.21613439999995165
1,0.008164399999948557
1,-0.10679820000001428
1,-0.15468230000004013
1,-0.040572400000044695
1,0.27829220000000987
1,-0.6582753999999937
1,-0.05527080000003792
1,-0.10126550000005352
1,-0.0676685000000532
1,-0.061967300000056014
1,0.24227679999995644
1,-0.43974989999997405
1,0.35183889999996865
1,0.09573839999998057
1,0.003201299999972207
1,0.03112730000002273
1,-0.0035650999999887745
1,0.21837595000003063
1,-0.037936799999954474
1,0.5076674000000168
1,0.03963527999997751
1,-0.0799955999999824
1,0.03936070000001024
1,0.06165459999999712
1,0.051756966666673065
1,0.047875899999979765
1,0.13503520000003277
1,0.0629616000000155
1,0.03494699999995987
1,0.0013435999999700243
1,0.0064001000000288855
1,0.14727309999994986
1,0.27300199999995556
1,-0.2357355000000112
1,-0.14779020000000287
1,-0.15311139999998602
1,-0.16503589999998525
1,0.3925304000000338
1,-0.6579745999999673
1,-0.12236776333332244
1,0.5196897483333629
1,0.24718869999999526
1,-0.09194979999994501
1,-0.30767780000000755
1,-0.29907069999999436
1,0.04489919999999614
1,-0.18018790000000706
1,0.5675918999999681
1,0.0420097999999669
1,0.34081079999997144
1,0.0745648999999915
1,-0.07181680000002899
1,-0.480206900000006
1,-0.1636655599999841
1,0.36882640000003875
1,0.0915006499999862
1,0.01969238499999193
1,-0.012339120000028458
1,-0.05814449999997606
1,-0.27455189999999163
1,-0.25493030000001937
1,-0.2065005000000184
1,-0.14049959999999118
1,-0.37927582499999346
1,-0.24079739999998395
1,-0.05075930000000284
1,-0.1618054000000626
1,-0.17323739999999077
1,-1.1580377999999882
1,0.0029322999999976673
1,-0.6939937999999728
1,-0.1346661583333315
1,-0.0894213166666944
1,-0.06182553333333374
1,-0.10389229999999117
1,-0.06769160000003183
1,-0.44481710000005137
1,-0.5005076999999929
1,-0.18775959999997838
1,0.014852799999978572
1,0.02371699999994803
1,0.3266215999999815
1,0.08592010000003114
1,-0.02258839999999651
1,0.3357972000000089
1,0.12259820000002009
1,-0.1951516999999967
1,0.05638219999998739
1,0.6166233799999787
1,-0.3380698999999794
1,0.02615159999999861
1,0.04357479999998759
1,0.12042914166664787
1,-0.04895220000001643
1,-0.0541227999999947
1,0.006749600000013345
1,0.04283119999995222
1,0.12347259999995686
1,0.2630115999999987
1,0.02456080000001748
1,0.06227430000003409
1,-0.12090229999997604
1,-0.06523359999999911
1,0.049299999999981026
1,-0.2262040999999968
1,-0.34719219999997364
1,-0.17322790000000055
1,-0.3968820000000264
1,-0.42141344999998864
1,0.316120199999979
1,0.036847099999988586
1,0.10933099999998319
1,-0.07109969999999777
1,-0.041186400000000845
1,-0.137063100000006
1,-0.17498509999999357
1,0.15708350000000593
1,-0.11477019999998106
1,-0.06584929999999645
1,-0.2977788999999902
1,-0.04922159999999565
1,-0.036527100000007806
1,-0.20433495833336934
1,0.11598759999997554
1,0.21737640000000624
1,0.07956050000001369
1,-0.13849239999999696
1,0.0066404000000233054
1,-0.0596665999999999
1,0.14095233333334534
1,-0.05141139999999211
1,0.15933985000002338
1,0.13979900000002488
1,0.44139580000000933
